row_id,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_imputed,age_clean,embarked_imputed,embarked_clean,embark_town_clean,deck_known,deck_clean,who_clean,adult_male_clean,family_size,family_group,age_group,fare_log1p,fare_log1p_f4,age_z,fare_log1p_z,is_minor,sex_pclass,family_size_sq,has_family
196,1,1,female,58.0,0,0,146.5208,C,First,woman,False,B,Cherbourg,yes,True,False,58.0,False,C,Cherbourg,True,B,woman,False,1,Solo,Adulto (35-59),4.993969182787072,4.993969182787072,2.1724954056123873,2.0977949200217725,0,female_pclass_1,1.0,0
197,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,True,25.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.169053700369523,2.169053700369523,-0.3092756154954493,-0.8189865811572417,0,male_pclass_3,1.0,0
198,0,3,male,42.0,0,1,8.4042,S,Third,man,True,,Southampton,no,False,False,42.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Adulto (35-59),2.2411563979973974,2.2411563979973974,0.9692124862873757,-0.74453910974259,0,male_pclass_3,4.0,1
199,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523,2.169053700369523,-0.5724937540977957,-0.8189865811572417,0,female_pclass_3,1.0,0
200,0,2,female,24.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.6390573296152584,2.6390573296152584,-0.38448079795326257,-0.33369847260903374,0,female_pclass_2,1.0,0
201,0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,False,28.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.3513752571634776,2.3513752571634776,-0.0836600681220096,-0.630735942356657,0,male_pclass_3,1.0,0
202,0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,True,25.0,False,S,Southampton,False,Unknown,man,True,11,Grande (5+),Joven (16-34),4.256321678298823,4.256321678298823,-0.3092756154954493,1.336159179457635,0,male_pclass_3,121.0,1
203,0,3,male,34.0,0,0,6.4958,S,Third,man,True,,Southampton,no,True,False,34.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.014342863683701,2.0143428636837015,0.3675710266248698,-0.978728601506448,0,male_pclass_3,1.0,0
204,0,3,male,45.5,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,False,45.5,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Adulto (35-59),2.107178296651436,2.1071782966514356,1.232430624889722,-0.8828741679067219,0,male_pclass_3,1.0,0
205,1,3,male,18.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,False,18.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348,2.2027647577118348,-0.8357118927001419,-0.7841792430073969,0,male_pclass_3,1.0,0
206,0,3,female,2.0,0,1,10.4625,S,Third,child,False,G,Southampton,no,False,False,2.0,False,S,Southampton,True,G,child,False,2,Pequeña (2-4),Niño (<16),2.4390808375825834,2.4390808375825834,-2.0389948120251535,-0.5401781836878248,1,female_pclass_3,4.0,1
207,0,3,male,32.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,False,32.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.8243506567983707,2.8243506567983707,0.21716066170924334,-0.14237942169106094,0,male_pclass_3,4.0,1
208,1,3,male,26.0,0,0,18.7875,C,Third,man,True,,Cherbourg,yes,True,False,26.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.9850504252071306,2.9850504252071306,-0.23407043303763608,0.02354628994732376,0,male_pclass_3,1.0,0
209,1,3,female,16.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,False,16.0,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523,2.169053700369523,-0.9861222576157684,-0.8189865811572417,0,female_pclass_3,1.0,0
210,1,1,male,40.0,0,0,31.0,C,First,man,True,A,Cherbourg,yes,True,False,40.0,False,C,Cherbourg,True,A,man,True,1,Solo,Adulto (35-59),3.4657359027997265,3.4657359027997265,0.8188021213717492,0.519863619670623,0,male_pclass_1,1.0,0
211,0,3,male,24.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.0856720914304723,2.0856720914304723,-0.38448079795326257,-0.905079753149712,0,male_pclass_3,1.0,0
212,1,2,female,35.0,0,0,21.0,S,Second,woman,False,,Southampton,yes,True,False,35.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Adulto (35-59),3.091042453358316,3.091042453358316,0.44277620908268306,0.13298517012197922,0,female_pclass_2,1.0,0
213,0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.110213200346589,2.1102132003465894,-0.534891162868889,-0.879740569393428,0,male_pclass_3,1.0,0
214,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.6390573296152584,2.6390573296152584,0.06675029679361687,-0.33369847260903374,0,male_pclass_2,1.0,0
215,0,3,male,,1,0,7.75,Q,Third,man,True,,Queenstown,no,False,True,25.0,False,Q,Queenstown,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.169053700369523,2.169053700369523,-0.3092756154954493,-0.8189865811572417,0,male_pclass_3,4.0,1
216,1,1,female,31.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,False,31.0,False,C,Cherbourg,True,D,woman,False,2,Pequeña (2-4),Joven (16-34),4.738607824217808,4.738607824217808,0.1419554792514301,1.8341292311094284,0,female_pclass_1,4.0,1
217,1,3,female,27.0,0,0,7.925,S,Third,woman,False,,Southampton,yes,True,False,27.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.188856327665703,2.188856327665703,-0.15886525057982284,-0.7985399740528022,0,female_pclass_3,1.0,0
218,0,2,male,42.0,1,0,27.0,S,Second,man,True,,Southampton,no,False,False,42.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Adulto (35-59),3.332204510175204,3.332204510175204,0.9692124862873757,0.3819897971587498,0,male_pclass_2,4.0,1
219,1,1,female,32.0,0,0,76.2917,C,First,woman,False,D,Cherbourg,yes,True,False,32.0,False,C,Cherbourg,True,D,woman,False,1,Solo,Joven (16-34),4.347586575960343,4.347586575960343,0.21716066170924334,1.4303920040723754,0,female_pclass_1,1.0,0
220,0,2,male,30.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043,2.4423470353692043,0.06675029679361687,-0.5368057694182642,0,male_pclass_2,1.0,0
221,1,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,False,16.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348,2.2027647577118348,-0.9861222576157684,-0.7841792430073969,0,male_pclass_3,1.0,0
222,0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,27.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.6390573296152584,2.6390573296152584,-0.15886525057982284,-0.33369847260903374,0,male_pclass_2,1.0,0
223,0,3,male,51.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,51.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.2027647577118348,2.2027647577118348,1.6460591284076949,-0.7841792430073969,0,male_pclass_3,1.0,0
224,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137,2.1855792552411137,-0.3092756154954493,-0.801923616602662,0,male_pclass_3,1.0,0
225,1,1,male,38.0,1,0,90.0,S,First,man,True,C,Southampton,yes,False,False,38.0,False,S,Southampton,True,C,man,True,2,Pequeña (2-4),Adulto (35-59),4.51085950651685,4.51085950651685,0.6683917564561227,1.5989745568795652,0,male_pclass_1,4.0,1
226,0,3,male,22.0,0,0,9.35,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.336986519711378,2.336986519711378,-0.534891162868889,-0.6455926003653027,0,male_pclass_3,1.0,0
227,1,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,False,19.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043,2.4423470353692043,-0.7605067102423287,-0.5368057694182642,0,male_pclass_2,1.0,0
228,0,3,male,20.5,0,0,7.25,S,Third,man,True,,Southampton,no,True,False,20.5,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.110213200346589,2.1102132003465894,-0.6476989365556088,-0.879740569393428,0,male_pclass_3,1.0,0
229,0,2,male,18.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,18.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.6390573296152584,2.6390573296152584,-0.8357118927001419,-0.33369847260903374,0,male_pclass_2,1.0,0
230,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,True,21.5,False,S,Southampton,False,Unknown,woman,False,5,Grande (5+),Joven (16-34),3.275887339030031,3.275887339030031,-0.5724937540977957,0.32384119624754837,0,female_pclass_3,25.0,1
231,1,1,female,35.0,1,0,83.475,S,First,woman,False,C,Southampton,yes,False,False,35.0,False,S,Southampton,True,C,woman,False,2,Pequeña (2-4),Adulto (35-59),4.436455632600354,4.436455632600354,0.44277620908268306,1.5221510751129652,0,female_pclass_1,4.0,1
232,0,3,male,29.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,False,29.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1719067693519296,2.1719067693519296,-0.00845488566419637,-0.8160407306065735,0,male_pclass_3,1.0,0
233,0,2,male,59.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,False,59.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.6741486494265287,2.6741486494265287,2.2477005880702006,-0.2974659859684507,0,male_pclass_2,1.0,0
234,1,3,female,5.0,4,2,31.3875,S,Third,child,False,,Southampton,yes,False,False,5.0,False,S,Southampton,False,Unknown,child,False,7,Grande (5+),Niño (<16),3.4777725458882283,3.4777725458882283,-1.813379264651714,0.5322916934007407,1,female_pclass_3,49.0,1
235,0,2,male,24.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043,2.4423470353692043,-0.38448079795326257,-0.5368057694182642,0,male_pclass_2,1.0,0
236,0,3,female,,0,0,7.55,S,Third,woman,False,,Southampton,no,True,True,21.5,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.145931282948669,2.145931282948669,-0.5724937540977957,-0.8428609376877136,0,female_pclass_3,1.0,0
237,0,2,male,44.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,False,44.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Adulto (35-59),3.295836866004329,3.295836866004329,1.1196228512030022,0.34443948019553633,0,male_pclass_2,4.0,1
238,1,2,female,8.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,False,8.0,False,S,Southampton,False,Unknown,child,False,3,Pequeña (2-4),Niño (<16),3.305053521109253,3.305053521109253,-1.5877637172782744,0.35395586016517105,1,female_pclass_2,9.0,1
239,0,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,19.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043,2.4423470353692043,-0.7605067102423287,-0.5368057694182642,0,male_pclass_2,1.0,0
240,0,2,male,33.0,0,0,12.275,S,Second,man,True,,Southampton,no,True,False,33.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.5858825671280026,2.5858825671280026,0.2923658441670566,-0.3886024739916459,0,male_pclass_2,1.0,0
241,0,3,female,,1,0,14.4542,C,Third,woman,False,,Cherbourg,no,False,True,21.5,False,C,Cherbourg,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),2.737880811060884,2.737880811060884,-0.5724937540977957,-0.23166125968823228,0,female_pclass_3,4.0,1
242,1,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),2.803360380906535,2.803360380906535,-0.5724937540977957,-0.1640522996256445,0,female_pclass_3,4.0,1
243,0,2,male,29.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,29.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043,2.4423470353692043,-0.00845488566419637,-0.5368057694182642,0,male_pclass_2,1.0,0
244,0,3,male,22.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.094945728215801,2.094945728215801,-0.534891162868889,-0.8955045384601201,0,male_pclass_3,1.0,0
245,0,3,male,30.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,False,30.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.107178296651436,2.1071782966514356,0.06675029679361687,-0.8828741679067219,0,male_pclass_3,1.0,0
246,0,1,male,44.0,2,0,90.0,Q,First,man,True,C,Queenstown,no,False,False,44.0,False,Q,Queenstown,True,C,man,True,3,Pequeña (2-4),Adulto (35-59),4.51085950651685,4.51085950651685,1.1196228512030022,1.5989745568795652,0,male_pclass_1,9.0,1
247,0,3,female,25.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,False,25.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.1719067693519296,2.1719067693519296,-0.3092756154954493,-0.8160407306065735,0,female_pclass_3,1.0,0
248,1,2,female,24.0,0,2,14.5,S,Second,woman,False,,Southampton,yes,False,False,24.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),2.740840023925201,2.740840023925201,-0.38448079795326257,-0.22860581346535835,0,female_pclass_2,9.0,1
249,1,1,male,37.0,1,1,52.5542,S,First,man,True,D,Southampton,yes,False,False,37.0,False,S,Southampton,True,D,man,True,3,Pequeña (2-4),Adulto (35-59),3.980694225190728,3.9806942251907276,0.5931865739983095,1.0515683442816506,0,male_pclass_1,9.0,1
250,0,2,male,54.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,False,54.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Adulto (35-59),3.295836866004329,3.295836866004329,1.8716746757811344,0.34443948019553633,0,male_pclass_2,4.0,1
251,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.110213200346589,2.1102132003465894,-0.3092756154954493,-0.879740569393428,0,male_pclass_3,1.0,0
252,0,3,female,29.0,1,1,10.4625,S,Third,woman,False,G,Southampton,no,False,False,29.0,False,S,Southampton,True,G,woman,False,3,Pequeña (2-4),Joven (16-34),2.4390808375825834,2.4390808375825834,-0.00845488566419637,-0.5401781836878248,0,female_pclass_3,9.0,1
253,0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,False,62.0,False,S,Southampton,True,C,man,True,1,Solo,Mayor (60+),3.316002535598924,3.3160025355989236,2.4733161354436404,0.3652609357040262,0,male_pclass_1,1.0,0
254,0,3,male,30.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,False,30.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.8390784635086144,2.8390784635086144,0.06675029679361687,-0.12717266791993015,0,male_pclass_3,4.0,1
255,0,3,female,41.0,0,2,20.2125,S,Third,woman,False,,Southampton,no,False,False,41.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Adulto (35-59),3.0545906305603445,3.0545906305603445,0.8940073038295624,0.09534793704965061,0,female_pclass_3,9.0,1
256,1,3,female,29.0,0,2,15.2458,C,Third,woman,False,,Cherbourg,yes,False,False,29.0,False,C,Cherbourg,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),2.787834413830345,2.7878344138303452,-0.00845488566419637,-0.18008316987206646,0,female_pclass_3,9.0,1
257,1,1,female,,0,0,79.2,C,First,woman,False,,Cherbourg,yes,True,True,35.0,False,C,Cherbourg,False,Unknown,woman,False,1,Solo,Adulto (35-59),4.384523514872469,4.384523514872469,0.44277620908268306,1.4685301291949249,0,female_pclass_1,1.0,0
258,1,1,female,30.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,False,30.0,False,S,Southampton,True,B,woman,False,1,Solo,Joven (16-34),4.471638793363569,4.471638793363569,0.06675029679361687,1.558478389365684,0,female_pclass_1,1.0,0
259,1,1,female,35.0,0,0,512.3292,C,First,woman,False,,Cherbourg,yes,True,False,35.0,False,C,Cherbourg,False,Unknown,woman,False,1,Solo,Adulto (35-59),6.240917354759096,6.240917354759096,0.44277620908268306,3.385293743818228,0,female_pclass_1,1.0,0
260,1,2,female,50.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,False,50.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),3.295836866004329,3.295836866004329,1.5708539459498816,0.34443948019553633,0,female_pclass_2,4.0,1
261,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,True,25.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.169053700369523,2.169053700369523,-0.3092756154954493,-0.8189865811572417,0,male_pclass_3,1.0,0
262,1,3,male,3.0,4,2,31.3875,S,Third,child,False,,Southampton,yes,False,False,3.0,False,S,Southampton,False,Unknown,child,False,7,Grande (5+),Niño (<16),3.4777725458882283,3.4777725458882283,-1.9637896295673405,0.5322916934007407,1,male_pclass_3,49.0,1
263,0,1,male,52.0,1,1,79.65,S,First,man,True,E,Southampton,no,False,False,52.0,False,S,Southampton,True,E,man,True,3,Pequeña (2-4),Adulto (35-59),4.390118804571218,4.390118804571218,1.721264310865508,1.474307377253717,0,male_pclass_1,9.0,1
264,0,1,male,40.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,False,40.0,False,S,Southampton,True,B,man,True,1,Solo,Adulto (35-59),0.0,0.0,0.8188021213717492,-3.0585777291682943,0,male_pclass_1,1.0,0
265,0,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523,2.169053700369523,-0.5724937540977957,-0.8189865811572417,0,female_pclass_3,1.0,0
266,0,2,male,36.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,36.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.4423470353692043,2.4423470353692043,0.5179813915404963,-0.5368057694182642,0,male_pclass_2,1.0,0
267,0,3,male,16.0,4,1,39.6875,S,Third,man,True,,Southampton,no,False,False,16.0,False,S,Southampton,False,Unknown,man,True,6,Grande (5+),Joven (16-34),3.705920919968788,3.705920919968788,-0.9861222576157684,0.7678594338107122,0,male_pclass_3,36.0,1
268,1,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,yes,False,False,25.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.1719067693519296,2.1719067693519296,-0.3092756154954493,-0.8160407306065735,0,male_pclass_3,4.0,1
269,1,1,female,58.0,0,1,153.4625,S,First,woman,False,C,Southampton,yes,False,False,58.0,False,S,Southampton,True,C,woman,False,2,Pequeña (2-4),Adulto (35-59),5.039951348430309,5.039951348430309,2.1724954056123873,2.1452724219035506,0,female_pclass_1,4.0,1
270,1,1,female,35.0,0,0,135.6333,S,First,woman,False,C,Southampton,yes,True,False,35.0,False,S,Southampton,True,C,woman,False,1,Solo,Adulto (35-59),4.91730069488021,4.91730069488021,0.44277620908268306,2.018633179204407,0,female_pclass_1,1.0,0
271,0,1,male,,0,0,31.0,S,First,man,True,,Southampton,no,True,True,40.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),3.4657359027997265,3.4657359027997265,0.8188021213717492,0.519863619670623,0,male_pclass_1,1.0,0
272,1,3,male,25.0,0,0,0.0,S,Third,man,True,,Southampton,yes,True,False,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),0.0,0.0,-0.3092756154954493,-3.0585777291682943,0,male_pclass_3,1.0,0
273,1,2,female,41.0,0,1,19.5,S,Second,woman,False,,Southampton,yes,False,False,41.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),3.0204248861443626,3.0204248861443626,0.8940073038295624,0.06007112543995848,0,female_pclass_2,4.0,1
274,0,1,male,37.0,0,1,29.7,C,First,man,True,C,Cherbourg,no,False,False,37.0,False,C,Cherbourg,True,C,man,True,2,Pequeña (2-4),Adulto (35-59),3.4242626545931514,3.4242626545931514,0.5931865739983095,0.4770416648490862,0,male_pclass_1,4.0,1
275,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523,2.169053700369523,-0.5724937540977957,-0.8189865811572417,0,female_pclass_3,1.0,0
276,1,1,female,63.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,False,63.0,False,S,Southampton,True,D,woman,False,2,Pequeña (2-4),Mayor (60+),4.368919865004903,4.368919865004903,2.5485213179014536,1.4524190499191512,0,female_pclass_1,4.0,1
277,0,3,female,45.0,0,0,7.75,S,Third,woman,False,,Southampton,no,True,False,45.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Adulto (35-59),2.169053700369523,2.169053700369523,1.1948280336608155,-0.8189865811572417,0,female_pclass_3,1.0,0
278,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,True,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),0.0,0.0,0.06675029679361687,-3.0585777291682943,0,male_pclass_2,1.0,0
279,0,3,male,7.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,False,7.0,False,Q,Queenstown,False,Unknown,child,False,6,Grande (5+),Niño (<16),3.405355391810819,3.405355391810819,-1.6629688997360874,0.4575195394387211,1,male_pclass_3,36.0,1
280,1,3,female,35.0,1,1,20.25,S,Third,woman,False,,Southampton,yes,False,False,35.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Adulto (35-59),3.056356895370426,3.056356895370426,0.44277620908268306,0.09717164064584452,0,female_pclass_3,9.0,1
281,0,3,male,65.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,False,65.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Mayor (60+),2.169053700369523,2.169053700369523,2.69893168281708,-0.8189865811572417,0,male_pclass_3,1.0,0
282,0,3,male,28.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,False,28.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.180891922715322,2.180891922715322,-0.0836600681220096,-0.8067633807960332,0,male_pclass_3,1.0,0
283,0,3,male,16.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,False,16.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.3513752571634776,2.3513752571634776,-0.9861222576157684,-0.630735942356657,0,male_pclass_3,1.0,0
284,1,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,False,19.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348,2.2027647577118348,-0.7605067102423287,-0.7841792430073969,0,male_pclass_3,1.0,0
285,0,1,male,,0,0,26.0,S,First,man,True,A,Southampton,no,True,True,40.0,False,S,Southampton,True,A,man,True,1,Solo,Adulto (35-59),3.295836866004329,3.295836866004329,0.8188021213717492,0.34443948019553633,0,male_pclass_1,1.0,0
286,0,3,male,33.0,0,0,8.6625,C,Third,man,True,,Cherbourg,no,True,False,33.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.2682524139135403,2.2682524139135403,0.2923658441670566,-0.7165619336211219,0,male_pclass_3,1.0,0
287,1,3,male,30.0,0,0,9.5,S,Third,man,True,,Southampton,yes,True,False,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.3513752571634776,2.3513752571634776,0.06675029679361687,-0.630735942356657,0,male_pclass_3,1.0,0
288,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137,2.1855792552411137,-0.534891162868889,-0.801923616602662,0,male_pclass_3,1.0,0
289,1,2,male,42.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,False,42.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.6390573296152584,2.6390573296152584,0.9692124862873757,-0.33369847260903374,0,male_pclass_2,1.0,0
290,1,3,female,22.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,False,22.0,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523,2.169053700369523,-0.534891162868889,-0.8189865811572417,0,female_pclass_3,1.0,0
291,1,1,female,26.0,0,0,78.85,S,First,woman,False,,Southampton,yes,True,False,26.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),4.380149874661021,4.380149874661021,-0.23407043303763608,1.4640142585641174,0,female_pclass_1,1.0,0
292,1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,False,19.0,False,C,Cherbourg,True,B,woman,False,2,Pequeña (2-4),Joven (16-34),4.5226490762785785,4.5226490762785785,-0.7605067102423287,1.611147522478678,0,female_pclass_1,4.0,1
293,0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,False,36.0,False,C,Cherbourg,True,D,man,True,1,Solo,Adulto (35-59),2.630088659632498,2.630088659632498,0.5179813915404963,-0.34295880300076187,0,male_pclass_2,1.0,0
294,0,3,female,24.0,0,0,8.85,S,Third,woman,False,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.2874714551839976,2.2874714551839976,-0.38448079795326257,-0.6967178907118834,0,female_pclass_3,1.0,0
295,0,3,male,24.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137,2.1855792552411137,-0.38448079795326257,-0.801923616602662,0,male_pclass_3,1.0,0
296,0,1,male,,0,0,27.7208,C,First,man,True,,Cherbourg,no,True,True,40.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Adulto (35-59),3.357621598945279,3.357621598945279,0.8188021213717492,0.4082334475616763,0,male_pclass_1,1.0,0
297,0,3,male,23.5,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,False,23.5,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.1076888046179385,2.1076888046179385,-0.42208338918216914,-0.8823470582632058,0,male_pclass_3,1.0,0
298,0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,False,2.0,False,S,Southampton,True,C,child,False,4,Pequeña (2-4),Niño (<16),5.027492411162679,5.027492411162679,-2.0389948120251535,2.1324083210223894,1,female_pclass_1,16.0,1
