row_id,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_imputed,age_clean,embarked_imputed,embarked_clean,embark_town_clean,deck_known,deck_clean,who_clean,adult_male_clean,family_size,family_group,age_group,fare_log1p
151,0,2,male,51.0,0,0,12.525,S,Second,man,True,,Southampton,no,True,False,51.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.6045398247325453
152,1,1,female,22.0,1,0,66.6,S,First,woman,False,C,Southampton,yes,False,False,22.0,False,S,Southampton,True,C,woman,False,2,Pequeña (2-4),Joven (16-34),4.213607983048918
153,0,3,male,55.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,55.5,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.2027647577118348
154,0,3,male,40.5,0,2,14.5,S,Third,man,True,,Southampton,no,False,False,40.5,False,S,Southampton,False,Unknown,man,True,3,Pequeña (2-4),Adulto (35-59),2.740840023925201
155,0,3,male,,0,0,7.3125,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1177604059819726
156,0,1,male,51.0,0,1,61.3792,C,First,man,True,,Cherbourg,no,False,False,51.0,False,C,Cherbourg,False,Unknown,man,True,2,Pequeña (2-4),Adulto (35-59),4.133231886474144
157,1,3,female,16.0,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,False,16.0,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.167143305297764
158,0,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
159,0,3,male,,0,0,8.6625,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2682524139135403
160,0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,True,25.0,False,S,Southampton,False,Unknown,man,True,11,Grande (5+),Joven (16-34),4.256321678298823
161,0,3,male,44.0,0,1,16.1,S,Third,man,True,,Southampton,no,False,False,44.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Adulto (35-59),2.8390784635086144
162,1,2,female,40.0,0,0,15.75,S,Second,woman,False,,Southampton,yes,True,False,40.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Adulto (35-59),2.8183982582710754
163,0,3,male,26.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,False,26.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1719067693519296
164,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,False,17.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2682524139135403
165,0,3,male,1.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,False,1.0,False,S,Southampton,False,Unknown,child,False,6,Grande (5+),Niño (<16),3.705920919968788
166,1,3,male,9.0,0,2,20.525,S,Third,child,False,,Southampton,yes,False,False,9.0,False,S,Southampton,False,Unknown,child,False,3,Pequeña (2-4),Niño (<16),3.0692150503137943
167,1,1,female,,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,True,35.0,False,S,Southampton,True,E,woman,False,2,Pequeña (2-4),Adulto (35-59),4.02535169073515
168,0,3,female,45.0,1,4,27.9,S,Third,woman,False,,Southampton,no,False,False,45.0,False,S,Southampton,False,Unknown,woman,False,6,Grande (5+),Adulto (35-59),3.3638415951183864
169,0,1,male,,0,0,25.925,S,First,man,True,,Southampton,no,True,True,40.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),3.2930552230424524
170,0,3,male,28.0,0,0,56.4958,S,Third,man,True,,Southampton,no,True,False,28.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),4.05171190165724
171,0,1,male,61.0,0,0,33.5,S,First,man,True,B,Southampton,no,True,False,61.0,False,S,Southampton,True,B,man,True,1,Solo,Mayor (60+),3.5409593240373143
172,0,3,male,4.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,False,4.0,False,Q,Queenstown,False,Unknown,child,False,6,Grande (5+),Niño (<16),3.405355391810819
173,1,3,female,1.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,False,1.0,False,S,Southampton,False,Unknown,child,False,3,Pequeña (2-4),Niño (<16),2.495953738718064
174,0,3,male,21.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,False,21.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.188856327665703
175,0,1,male,56.0,0,0,30.6958,C,First,man,True,A,Cherbourg,no,True,False,56.0,False,C,Cherbourg,True,A,man,True,1,Solo,Adulto (35-59),3.4561841799918147
176,0,3,male,18.0,1,1,7.8542,S,Third,man,True,,Southampton,no,False,False,18.0,False,S,Southampton,False,Unknown,man,True,3,Pequeña (2-4),Joven (16-34),2.180891922715322
177,0,3,male,,3,1,25.4667,S,Third,man,True,,Southampton,no,False,True,25.0,False,S,Southampton,False,Unknown,man,True,5,Grande (5+),Joven (16-34),3.275887339030031
178,0,1,female,50.0,0,0,28.7125,C,First,woman,False,C,Cherbourg,no,True,False,50.0,False,C,Cherbourg,True,C,woman,False,1,Solo,Adulto (35-59),3.391567832686312
179,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.6390573296152584
180,0,3,male,36.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,False,36.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),0.0
181,0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False,True,21.5,False,S,Southampton,False,Unknown,woman,False,11,Grande (5+),Joven (16-34),4.256321678298823
182,0,2,male,,0,0,15.05,C,Second,man,True,,Cherbourg,no,True,True,30.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.775708849576025
183,0,3,male,9.0,4,2,31.3875,S,Third,child,False,,Southampton,no,False,False,9.0,False,S,Southampton,False,Unknown,child,False,7,Grande (5+),Niño (<16),3.4777725458882283
184,1,2,male,1.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,False,1.0,False,S,Southampton,True,F,child,False,4,Pequeña (2-4),Niño (<16),3.6888794541139363
185,1,3,female,4.0,0,2,22.025,S,Third,child,False,,Southampton,yes,False,False,4.0,False,S,Southampton,False,Unknown,child,False,3,Pequeña (2-4),Niño (<16),3.1365805821413706
186,0,1,male,,0,0,50.0,S,First,man,True,A,Southampton,no,True,True,40.0,False,S,Southampton,True,A,man,True,1,Solo,Adulto (35-59),3.9318256327243257
187,1,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),2.803360380906535
188,1,1,male,45.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,False,45.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),3.3160025355989236
189,0,3,male,40.0,1,1,15.5,Q,Third,man,True,,Queenstown,no,False,False,40.0,False,Q,Queenstown,False,Unknown,man,True,3,Pequeña (2-4),Adulto (35-59),2.803360380906535
190,0,3,male,36.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,36.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.1855792552411137
191,1,2,female,32.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,False,32.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.6390573296152584
192,0,2,male,19.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,19.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.6390573296152584
193,1,3,female,19.0,1,0,7.8542,S,Third,woman,False,,Southampton,yes,False,False,19.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),2.180891922715322
194,1,2,male,3.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,False,3.0,False,S,Southampton,True,F,child,False,3,Pequeña (2-4),Niño (<16),3.295836866004329
195,1,1,female,44.0,0,0,27.7208,C,First,woman,False,B,Cherbourg,yes,True,False,44.0,False,C,Cherbourg,True,B,woman,False,1,Solo,Adulto (35-59),3.357621598945279
196,1,1,female,58.0,0,0,146.5208,C,First,woman,False,B,Cherbourg,yes,True,False,58.0,False,C,Cherbourg,True,B,woman,False,1,Solo,Adulto (35-59),4.993969182787072
197,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,True,25.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.169053700369523
198,0,3,male,42.0,0,1,8.4042,S,Third,man,True,,Southampton,no,False,False,42.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Adulto (35-59),2.2411563979973974
199,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523
200,0,2,female,24.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.6390573296152584
201,0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,False,28.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.3513752571634776
202,0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,True,25.0,False,S,Southampton,False,Unknown,man,True,11,Grande (5+),Joven (16-34),4.256321678298823
203,0,3,male,34.0,0,0,6.4958,S,Third,man,True,,Southampton,no,True,False,34.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.0143428636837015
204,0,3,male,45.5,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,False,45.5,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Adulto (35-59),2.1071782966514356
205,1,3,male,18.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,False,18.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
206,0,3,female,2.0,0,1,10.4625,S,Third,child,False,G,Southampton,no,False,False,2.0,False,S,Southampton,True,G,child,False,2,Pequeña (2-4),Niño (<16),2.4390808375825834
207,0,3,male,32.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,False,32.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.8243506567983707
208,1,3,male,26.0,0,0,18.7875,C,Third,man,True,,Cherbourg,yes,True,False,26.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.9850504252071306
209,1,3,female,16.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,False,16.0,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523
210,1,1,male,40.0,0,0,31.0,C,First,man,True,A,Cherbourg,yes,True,False,40.0,False,C,Cherbourg,True,A,man,True,1,Solo,Adulto (35-59),3.4657359027997265
211,0,3,male,24.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.0856720914304723
212,1,2,female,35.0,0,0,21.0,S,Second,woman,False,,Southampton,yes,True,False,35.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Adulto (35-59),3.091042453358316
213,0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1102132003465894
214,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.6390573296152584
215,0,3,male,,1,0,7.75,Q,Third,man,True,,Queenstown,no,False,True,25.0,False,Q,Queenstown,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.169053700369523
216,1,1,female,31.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,False,31.0,False,C,Cherbourg,True,D,woman,False,2,Pequeña (2-4),Joven (16-34),4.738607824217808
217,1,3,female,27.0,0,0,7.925,S,Third,woman,False,,Southampton,yes,True,False,27.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.188856327665703
218,0,2,male,42.0,1,0,27.0,S,Second,man,True,,Southampton,no,False,False,42.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Adulto (35-59),3.332204510175204
219,1,1,female,32.0,0,0,76.2917,C,First,woman,False,D,Cherbourg,yes,True,False,32.0,False,C,Cherbourg,True,D,woman,False,1,Solo,Joven (16-34),4.347586575960343
220,0,2,male,30.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043
221,1,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,False,16.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
222,0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,27.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.6390573296152584
223,0,3,male,51.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,False,51.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.2027647577118348
224,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137
225,1,1,male,38.0,1,0,90.0,S,First,man,True,C,Southampton,yes,False,False,38.0,False,S,Southampton,True,C,man,True,2,Pequeña (2-4),Adulto (35-59),4.51085950651685
226,0,3,male,22.0,0,0,9.35,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.336986519711378
227,1,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,False,19.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043
228,0,3,male,20.5,0,0,7.25,S,Third,man,True,,Southampton,no,True,False,20.5,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1102132003465894
229,0,2,male,18.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,False,18.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.6390573296152584
230,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,True,21.5,False,S,Southampton,False,Unknown,woman,False,5,Grande (5+),Joven (16-34),3.275887339030031
231,1,1,female,35.0,1,0,83.475,S,First,woman,False,C,Southampton,yes,False,False,35.0,False,S,Southampton,True,C,woman,False,2,Pequeña (2-4),Adulto (35-59),4.436455632600354
232,0,3,male,29.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,False,29.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1719067693519296
233,0,2,male,59.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,False,59.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.6741486494265287
234,1,3,female,5.0,4,2,31.3875,S,Third,child,False,,Southampton,yes,False,False,5.0,False,S,Southampton,False,Unknown,child,False,7,Grande (5+),Niño (<16),3.4777725458882283
235,0,2,male,24.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043
236,0,3,female,,0,0,7.55,S,Third,woman,False,,Southampton,no,True,True,21.5,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.145931282948669
237,0,2,male,44.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,False,44.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Adulto (35-59),3.295836866004329
238,1,2,female,8.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,False,8.0,False,S,Southampton,False,Unknown,child,False,3,Pequeña (2-4),Niño (<16),3.305053521109253
239,0,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,19.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043
240,0,2,male,33.0,0,0,12.275,S,Second,man,True,,Southampton,no,True,False,33.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.5858825671280026
241,0,3,female,,1,0,14.4542,C,Third,woman,False,,Cherbourg,no,False,True,21.5,False,C,Cherbourg,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),2.737880811060884
242,1,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,2,Pequeña (2-4),Joven (16-34),2.803360380906535
243,0,2,male,29.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,29.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.4423470353692043
244,0,3,male,22.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.094945728215801
245,0,3,male,30.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,False,30.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.1071782966514356
246,0,1,male,44.0,2,0,90.0,Q,First,man,True,C,Queenstown,no,False,False,44.0,False,Q,Queenstown,True,C,man,True,3,Pequeña (2-4),Adulto (35-59),4.51085950651685
247,0,3,female,25.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,False,25.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.1719067693519296
248,1,2,female,24.0,0,2,14.5,S,Second,woman,False,,Southampton,yes,False,False,24.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),2.740840023925201
249,1,1,male,37.0,1,1,52.5542,S,First,man,True,D,Southampton,yes,False,False,37.0,False,S,Southampton,True,D,man,True,3,Pequeña (2-4),Adulto (35-59),3.9806942251907276
250,0,2,male,54.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,False,54.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Adulto (35-59),3.295836866004329
251,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,True,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1102132003465894
252,0,3,female,29.0,1,1,10.4625,S,Third,woman,False,G,Southampton,no,False,False,29.0,False,S,Southampton,True,G,woman,False,3,Pequeña (2-4),Joven (16-34),2.4390808375825834
253,0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,False,62.0,False,S,Southampton,True,C,man,True,1,Solo,Mayor (60+),3.3160025355989236
254,0,3,male,30.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,False,30.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.8390784635086144
255,0,3,female,41.0,0,2,20.2125,S,Third,woman,False,,Southampton,no,False,False,41.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Adulto (35-59),3.0545906305603445
256,1,3,female,29.0,0,2,15.2458,C,Third,woman,False,,Cherbourg,yes,False,False,29.0,False,C,Cherbourg,False,Unknown,woman,False,3,Pequeña (2-4),Joven (16-34),2.7878344138303452
257,1,1,female,,0,0,79.2,C,First,woman,False,,Cherbourg,yes,True,True,35.0,False,C,Cherbourg,False,Unknown,woman,False,1,Solo,Adulto (35-59),4.384523514872469
258,1,1,female,30.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,False,30.0,False,S,Southampton,True,B,woman,False,1,Solo,Joven (16-34),4.471638793363569
259,1,1,female,35.0,0,0,512.3292,C,First,woman,False,,Cherbourg,yes,True,False,35.0,False,C,Cherbourg,False,Unknown,woman,False,1,Solo,Adulto (35-59),6.240917354759096
260,1,2,female,50.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,False,50.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),3.295836866004329
261,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,True,25.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Joven (16-34),2.169053700369523
262,1,3,male,3.0,4,2,31.3875,S,Third,child,False,,Southampton,yes,False,False,3.0,False,S,Southampton,False,Unknown,child,False,7,Grande (5+),Niño (<16),3.4777725458882283
263,0,1,male,52.0,1,1,79.65,S,First,man,True,E,Southampton,no,False,False,52.0,False,S,Southampton,True,E,man,True,3,Pequeña (2-4),Adulto (35-59),4.390118804571218
264,0,1,male,40.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,False,40.0,False,S,Southampton,True,B,man,True,1,Solo,Adulto (35-59),0.0
265,0,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523
266,0,2,male,36.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,False,36.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.4423470353692043
267,0,3,male,16.0,4,1,39.6875,S,Third,man,True,,Southampton,no,False,False,16.0,False,S,Southampton,False,Unknown,man,True,6,Grande (5+),Joven (16-34),3.705920919968788
268,1,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,yes,False,False,25.0,False,S,Southampton,False,Unknown,man,True,2,Pequeña (2-4),Joven (16-34),2.1719067693519296
269,1,1,female,58.0,0,1,153.4625,S,First,woman,False,C,Southampton,yes,False,False,58.0,False,S,Southampton,True,C,woman,False,2,Pequeña (2-4),Adulto (35-59),5.039951348430309
270,1,1,female,35.0,0,0,135.6333,S,First,woman,False,C,Southampton,yes,True,False,35.0,False,S,Southampton,True,C,woman,False,1,Solo,Adulto (35-59),4.91730069488021
271,0,1,male,,0,0,31.0,S,First,man,True,,Southampton,no,True,True,40.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),3.4657359027997265
272,1,3,male,25.0,0,0,0.0,S,Third,man,True,,Southampton,yes,True,False,25.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),0.0
273,1,2,female,41.0,0,1,19.5,S,Second,woman,False,,Southampton,yes,False,False,41.0,False,S,Southampton,False,Unknown,woman,False,2,Pequeña (2-4),Adulto (35-59),3.0204248861443626
274,0,1,male,37.0,0,1,29.7,C,First,man,True,C,Cherbourg,no,False,False,37.0,False,C,Cherbourg,True,C,man,True,2,Pequeña (2-4),Adulto (35-59),3.4242626545931514
275,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523
276,1,1,female,63.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,False,63.0,False,S,Southampton,True,D,woman,False,2,Pequeña (2-4),Mayor (60+),4.368919865004903
277,0,3,female,45.0,0,0,7.75,S,Third,woman,False,,Southampton,no,True,False,45.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Adulto (35-59),2.169053700369523
278,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,True,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),0.0
279,0,3,male,7.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,False,7.0,False,Q,Queenstown,False,Unknown,child,False,6,Grande (5+),Niño (<16),3.405355391810819
280,1,3,female,35.0,1,1,20.25,S,Third,woman,False,,Southampton,yes,False,False,35.0,False,S,Southampton,False,Unknown,woman,False,3,Pequeña (2-4),Adulto (35-59),3.056356895370426
281,0,3,male,65.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,False,65.0,False,Q,Queenstown,False,Unknown,man,True,1,Solo,Mayor (60+),2.169053700369523
282,0,3,male,28.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,False,28.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.180891922715322
283,0,3,male,16.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,False,16.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.3513752571634776
284,1,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,False,19.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.2027647577118348
285,0,1,male,,0,0,26.0,S,First,man,True,A,Southampton,no,True,True,40.0,False,S,Southampton,True,A,man,True,1,Solo,Adulto (35-59),3.295836866004329
286,0,3,male,33.0,0,0,8.6625,C,Third,man,True,,Cherbourg,no,True,False,33.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.2682524139135403
287,1,3,male,30.0,0,0,9.5,S,Third,man,True,,Southampton,yes,True,False,30.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.3513752571634776
288,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,22.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137
289,1,2,male,42.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,False,42.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Adulto (35-59),2.6390573296152584
290,1,3,female,22.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,False,22.0,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523
291,1,1,female,26.0,0,0,78.85,S,First,woman,False,,Southampton,yes,True,False,26.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),4.380149874661021
292,1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,False,19.0,False,C,Cherbourg,True,B,woman,False,2,Pequeña (2-4),Joven (16-34),4.5226490762785785
293,0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,False,36.0,False,C,Cherbourg,True,D,man,True,1,Solo,Adulto (35-59),2.630088659632498
294,0,3,female,24.0,0,0,8.85,S,Third,woman,False,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,woman,False,1,Solo,Joven (16-34),2.2874714551839976
295,0,3,male,24.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,False,24.0,False,S,Southampton,False,Unknown,man,True,1,Solo,Joven (16-34),2.1855792552411137
296,0,1,male,,0,0,27.7208,C,First,man,True,,Cherbourg,no,True,True,40.0,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Adulto (35-59),3.357621598945279
297,0,3,male,23.5,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,False,23.5,False,C,Cherbourg,False,Unknown,man,True,1,Solo,Joven (16-34),2.1076888046179385
298,0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,False,2.0,False,S,Southampton,True,C,child,False,4,Pequeña (2-4),Niño (<16),5.027492411162679
299,1,1,male,,0,0,30.5,S,First,man,True,C,Southampton,yes,True,True,40.0,False,S,Southampton,True,C,man,True,1,Solo,Adulto (35-59),3.449987545831587
300,1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,False,50.0,False,C,Cherbourg,True,B,woman,False,2,Pequeña (2-4),Adulto (35-59),5.515526544247129
301,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,True,21.5,False,Q,Queenstown,False,Unknown,woman,False,1,Solo,Joven (16-34),2.169053700369523
302,1,3,male,,2,0,23.25,Q,Third,man,True,,Queenstown,yes,False,True,25.0,False,Q,Queenstown,False,Unknown,man,True,3,Pequeña (2-4),Joven (16-34),3.188416617383492
